ts,ref_temp,real_temp,balcony,cabine
22:51.3,22.5,23.8,1,1
26:21.3,22.5,23.7,1,1
32:51.3,22.5,23.5,1,1
38:51.3,22.5,23.4,1,1
45:51.3,22.5,23.3,1,1
58:21.3,22.5,23.1,1,1
25:21.3,22.5,23,1,1
33:21.3,22.5,23.1,1,1
57:51.3,22.5,23,1,1
29:21.3,22.5,23,1,0
33:51.3,22.5,23.1,1,0
51:21.3,22.5,23.3,1,0
54:21.3,22.5,23.3,1,1
07:21.3,22.5,23.4,1,1
21:51.3,22.5,23.5,1,1
26:51.3,22.5,23.5,1,0
28:51.3,22.5,23.5,0,0
30:21.3,22.5,23.4,0,0
31:21.3,22.5,23.7,0,0
33:21.3,22.5,23.5,0,0
33:51.3,22.5,23.7,0,0
37:51.3,22.5,23.8,0,0
40:21.3,22.5,23.8,0,1
40:51.3,22.5,23.7,0,0
44:21.3,22.5,23.8,0,0
04:21.3,22.5,23.7,0,0
05:21.4,23.1,23.7,0,0
05:51.3,23.1,23.8,0,0
07:21.3,23.1,23.7,0,0
11:21.3,23.1,23.5,0,0
54:21.3,23.1,23.4,0,0
56:51.3,23.1,23.4,0,1
03:21.3,23.1,23.5,0,1
09:21.3,23.1,23.4,0,1
18:51.3,23.1,23.3,0,1
23:21.3,23.1,23.3,0,0
32:51.3,23.1,23.2,0,0
38:51.3,23.1,23.3,0,0
45:21.3,23.1,23.4,0,0
48:51.3,23.1,23.3,0,0
53:51.3,23.1,23.4,0,0
56:21.3,23.7,23.4,0,0
18:51.3,23.7,23.5,0,0
34:21.3,23.7,23.7,0,0
56:51.3,23.7,23.5,0,0
00:21.3,23.7,23.7,0,0
11:51.3,23.7,23.8,0,0
13:21.3,23.7,23.7,0,0
26:21.3,23.7,23.5,0,0
40:21.3,23.7,23.3,0,0
41:51.3,23.7,23.5,0,0
46:51.3,23.7,23.6,0,0
13:51.3,23.7,23.7,0,0
22:51.3,23.7,23.6,0,0
37:51.3,23.7,23.7,0,0
38:21.3,23.1,23.7,0,0
39:21.3,23.1,23.6,0,0
41:21.3,23.1,23.4,0,0
43:21.3,23.1,23.3,0,0
44:51.3,23.1,23.2,0,0
47:21.3,23.1,23.1,0,0
48:51.3,23.1,22.9,0,0
51:21.3,23.1,22.8,0,0
53:21.3,23.1,22.7,0,0
55:21.3,23.1,22.5,0,0
05:21.3,23.1,22.4,0,0
07:21.3,23.1,22.3,0,0
19:21.3,23.1,22.4,0,0
24:21.3,23.1,22.6,0,0
28:21.3,23.1,22.4,0,0
42:51.3,23.1,22.3,0,0
02:21.3,23.1,22.4,0,0
38:21.3,23.1,22.3,0,0
07:51.3,23.1,22.4,0,0
43:51.3,23.1,22.3,0,0
06:21.3,23.1,22.4,0,0
17:21.3,23.1,22.3,0,0
01:51.3,23.1,22.4,0,0
17:21.3,23.1,22.3,0,0
33:51.3,21.9,22.3,0,0
10:51.3,21.9,22.4,0,0
23:51.3,21.9,22.6,0,0
48:51.3,21.9,22.7,0,0
25:21.3,21.9,22.8,0,0
22:21.3,21.9,23,0,0
42:51.3,21.9,23.1,0,0
06:21.3,21.9,23,0,0
07:21.4,21.9,23.2,0,0
11:51.3,21.9,23,0,0
14:21.3,21.9,23.2,0,0
15:21.3,21.9,23.3,0,0
15:51.3,21.9,23.5,0,0
16:21.3,21.9,23.3,0,0
19:21.3,21.9,23.2,0,0
25:21.3,21.9,23.1,0,0
30:21.3,21.9,23.2,0,0
33:51.3,22.5,23.2,0,0
34:51.3,22.5,23.1,0,0
36:21.3,22.5,23.3,0,0
52:21.3,22.5,23.4,0,0
52:51.3,22.5,23.9,0,0
55:21.3,22.5,24,0,0
56:21.3,22.5,23.7,0,0
03:51.3,22.5,23.6,0,0
16:21.3,22.5,23.7,0,0
17:21.3,22.5,23.6,0,0
29:21.3,22.5,23.8,0,0
31:21.3,22.5,23.7,0,0
32:21.3,22.5,23.5,0,0
33:51.3,22.5,23.5,0,1
36:51.3,22.5,23.4,0,1
37:51.3,22.5,23.3,0,1
40:51.3,22.5,23.1,0,1
42:21.3,22.5,23,0,1
44:21.3,22.5,22.9,0,1
46:51.3,22.5,22.8,0,1
49:51.3,22.5,22.6,0,1
53:21.3,22.5,22.5,0,1
56:21.3,22.5,22.3,0,1
58:51.3,22.5,22.2,0,1
03:51.3,22.5,22.1,0,1
10:51.3,22.5,22.1,0,0
13:21.3,22.5,22,0,0
14:21.3,22.5,22.1,0,0
16:21.3,22.5,22.3,0,0
19:51.3,22.5,22.4,0,0
20:21.3,22.5,22.5,0,0
21:21.3,22.5,22.5,1,0
21:51.3,22.5,22.4,1,0
24:51.3,22.5,22.5,1,0
28:21.3,22.5,22.7,1,0
28:51.3,22.5,22.7,1,1
30:21.3,22.5,22.5,1,1
32:21.3,22.5,22.4,1,1
35:51.3,22.5,22.3,1,1
39:51.3,22.5,22.1,1,1
41:51.3,22.5,22,1,1
47:21.3,22.5,22,1,0
53:21.3,21.3,21.8,1,0
04:51.3,21.3,22,1,0
17:51.3,21.3,22.1,1,0
27:51.3,21.3,22.3,1,0
30:21.3,21.3,22.4,1,0
31:21.3,21.3,22.5,1,0
33:21.3,21.3,22.6,1,0
36:51.3,21.3,22.5,1,0
45:51.3,21.3,22.6,1,0
00:51.3,21.3,22.8,1,0
07:51.3,21.3,22.9,1,0
09:51.3,21.3,23,1,0
14:21.3,21.3,22.9,1,0
34:51.3,21.3,23,1,0
37:51.3,21.3,23.2,1,1
44:21.3,21.3,23,1,1
47:21.3,21.3,22.9,1,1
55:51.3,21.3,22.8,1,1
01:51.3,21.3,22.7,1,1
05:51.3,21.3,22.7,1,0
12:51.3,21.3,22.7,1,1
17:21.3,21.3,22.7,1,0
19:51.3,21.3,22.5,1,0
20:51.3,21.3,22.7,1,0
23:21.3,21.3,22.8,1,0
28:21.3,21.3,22.8,1,1
28:51.3,21.3,22.9,1,1
41:21.3,21.3,22.8,1,1
34:21.3,21.3,22.8,1,0
39:51.3,21.3,22.7,1,0
40:51.3,21.3,22.8,0,0
43:51.3,21.3,23,0,0
53:51.3,21.3,23.2,0,0
55:51.3,21.3,23,0,0
00:21.3,21.3,23.2,0,0
00:51.3,21.3,23.3,0,0
02:21.3,21.3,23.4,0,0
09:21.3,21.3,23.3,0,0
16:51.3,21.3,23.4,0,0
18:51.3,21.3,23.5,0,0
23:21.3,21.3,23.4,0,0
29:21.3,21.3,23.5,0,0
30:51.3,21.3,23.3,0,0
31:51.3,21.3,23.3,0,1
36:51.3,21.3,23.3,0,0
38:21.3,21.3,23.2,0,0
40:51.3,21.3,23.2,0,1
42:21.3,21.3,23.1,0,1
50:21.3,21.3,23,0,1
57:21.3,21.3,22.8,0,1
08:51.3,21.3,22.7,0,1
10:21.3,21.3,22.7,0,0
11:51.3,21.3,22.7,1,0
14:21.3,21.3,22.6,1,0
17:51.3,21.3,22.7,1,0
18:51.3,21.3,22.8,1,0
20:21.3,21.3,23,1,0
23:21.3,21.3,23,1,1
36:51.3,21.3,23,1,0
37:51.3,21.3,22.8,1,0
54:21.3,21.3,22.7,1,0
13:21.3,21.3,22.9,1,0
21:21.3,21.3,23,1,0
24:21.3,21.3,23.2,1,0
24:51.3,21.3,23.2,1,1
33:51.3,21.3,23,1,1
38:21.3,21.3,22.9,1,1
51:51.3,21.3,22.8,1,1
35:21.3,22.5,22.8,1,0
35:51.3,22.5,22.7,1,0
40:21.3,22.5,22.5,1,0
53:21.3,22.5,22.6,1,0
55:51.3,22.5,22.8,1,0
33:51.3,22.5,22.9,1,0
02:51.3,22.5,23,1,0
06:21.3,22.5,23.2,1,0
10:21.3,22.5,23.3,1,0
14:51.3,22.5,23.5,1,0
17:51.3,22.5,23.6,1,0
25:51.3,23.1,23.6,1,0
28:51.3,23.1,23.7,1,0
29:51.3,23.1,23.6,1,0
32:51.3,23.1,23.4,1,0
34:51.3,23.1,23.3,1,0
36:51.3,23.1,23.2,1,0
39:51.3,23.1,23.1,1,0
41:51.3,23.1,22.9,1,0
44:21.3,23.1,22.8,1,0
47:21.4,23.1,22.7,1,0
49:51.3,23.1,22.5,1,0
57:51.3,23.1,22.4,1,0
16:51.3,23.1,22.3,1,0
32:21.3,23.1,22.4,1,0
17:21.3,23.1,22.3,1,0
56:21.3,23.1,22.4,1,0
59:21.3,23.1,22.5,1,0
24:21.3,23.1,22.4,1,0
27:21.4,23.1,22.5,1,0
37:21.3,21.9,22.5,1,0
37:51.3,21.9,22.5,0,0
38:21.3,21.9,22.7,0,0
40:21.3,21.9,22.5,0,0
41:51.3,21.9,22.7,0,0
44:21.3,21.9,22.8,0,0
46:51.3,21.9,22.9,0,0
47:21.3,21.9,23.1,0,0
03:51.3,21.9,22.9,0,0
40:21.3,21.9,22.8,0,0
45:21.3,21.9,23.2,0,0
45:51.3,21.9,23.5,0,0
46:21.3,21.9,23.6,0,0
46:51.3,21.9,23.3,0,0
47:21.3,21.9,23.2,0,0
49:51.3,21.9,23,0,0
50:51.3,21.9,23.2,0,0
52:21.3,21.9,23.3,0,0
53:21.3,21.9,23.5,0,0
57:21.3,21.9,23.3,0,0
04:51.3,21.9,23.5,0,0
05:21.3,21.9,23.6,0,0
05:51.3,21.9,23.7,0,0
06:21.3,21.9,23.9,0,0
06:51.3,21.9,23.8,0,0
09:21.3,21.9,23.7,0,0
10:21.3,22.5,23.7,0,0
11:21.3,22.5,23.5,0,0
13:51.3,22.5,23.6,0,0
21:21.3,22.5,23.5,0,0
28:21.3,22.5,23.3,0,0
29:21.3,22.5,23.2,0,0
31:21.3,22.5,23.3,0,0
36:51.3,22.5,23.5,0,0
38:51.3,22.5,23.6,0,0
40:51.3,22.5,23.8,0,0
52:21.3,22.5,23.9,0,0
54:21.3,22.5,23.7,0,0
56:51.3,22.5,23.6,0,0
00:51.3,22.5,23.5,0,0
03:21.3,22.5,23.3,0,0
06:51.3,22.5,23.2,0,0
15:21.3,22.5,23.1,0,0
16:21.3,22.5,22.9,0,0
16:51.3,22.5,22.9,0,1
19:21.3,22.5,22.8,0,1
21:51.3,22.5,22.7,0,1
23:51.3,22.5,22.6,0,1
26:21.3,22.5,22.4,0,1
29:21.3,22.5,22.3,0,1
35:21.3,22.5,22.2,0,1
39:51.3,22.5,22,0,1
08:51.3,22.5,22,0,0
12:21.3,22.5,22,0,1
12:51.3,22.5,21.9,0,1
16:51.3,22.5,21.9,0,0
17:21.3,22.5,22,0,0
19:51.3,22.5,22,0,0
22:51.3,22.5,22.1,0,0
25:21.3,22.5,22.2,0,0
26:21.3,22.5,22.3,0,0
30:21.3,22.5,22.5,0,0
31:51.3,22.5,22.5,1,0
34:21.3,22.5,22.6,1,0
36:21.3,22.5,22.8,1,0
38:21.3,22.5,22.8,1,1
38:51.3,22.5,22.6,1,1
40:21.3,22.5,22.5,1,1
42:51.3,22.5,22.4,1,1
44:51.3,22.5,22.3,1,1
47:51.3,22.5,22.1,1,1
51:51.3,22.5,22,1,1
03:51.3,22.5,21.8,1,1
19:21.3,21.3,21.8,1,0
23:21.3,21.3,21.8,0,0
23:51.3,21.3,21.7,0,0
25:21.3,21.3,21.9,0,0
26:21.3,21.3,22,0,0
28:21.3,21.3,22.2,0,0
32:21.3,21.3,22.3,0,0
34:21.3,21.3,22.4,0,0
35:51.3,21.3,22.5,0,0
37:21.3,21.3,22.7,0,0
38:51.3,21.3,22.8,0,0
41:21.3,21.3,22.9,0,0
43:51.3,21.3,23,0,0
47:21.3,21.3,23.2,0,0
49:51.3,21.3,23.3,0,0
52:21.3,21.3,23.4,0,0
53:21.3,21.3,23.5,0,0
55:21.3,21.3,23.5,0,1
01:51.3,21.3,23.6,0,1
07:51.3,21.3,23.5,0,1
18:21.3,21.3,23.4,0,1
26:51.3,21.3,23.4,0,0
27:21.3,21.3,23.3,0,0
30:21.3,21.3,23.3,0,1
52:21.3,21.3,23.1,0,1
21:21.3,21.3,23,0,1
41:21.3,21.3,23,0,0
47:21.3,21.3,22.8,0,0
52:51.3,21.3,23,0,0
55:21.3,21.3,23.1,0,0
57:51.3,21.3,23.2,0,0
04:51.3,21.3,23.3,0,0
08:51.3,21.3,23.5,0,0
14:51.3,21.3,23.6,0,0
21:21.3,21.3,23.8,0,0
30:51.3,21.3,23.6,0,0
32:51.3,21.3,23.8,0,0
36:51.3,21.3,23.6,0,0
38:21.3,21.3,23.8,0,0
50:21.3,21.3,23.6,0,0
19:51.3,21.3,23.8,0,0
27:51.3,21.3,23.6,0,0
39:21.3,21.3,23.6,0,1
41:21.3,21.3,23.5,0,1
04:51.3,21.3,23.4,0,1
48:51.3,21.3,23.3,0,1
08:51.3,21.3,23.3,0,0
10:21.3,21.3,23.3,1,0
18:51.3,23.1,23.3,1,0
19:21.3,23.1,23.1,1,0
42:21.3,23.1,23.3,1,0
00:51.3,23.1,23.4,1,0
14:21.3,23.1,23.5,1,0
51:21.3,23.1,23.6,1,0
49:21.3,23.1,23.8,1,0
03:51.3,23.1,23.9,1,0
04:51.3,23.1,24,1,0
12:21.3,23.1,23.9,1,0
19:21.3,23.1,24,1,0
26:21.3,23.1,24.2,1,0
33:21.3,23.7,24.2,1,0
34:21.3,23.7,24.3,1,0
37:21.3,23.7,24.2,1,0
39:21.3,23.7,24.1,1,0
40:51.3,23.7,23.9,1,0
42:51.3,23.7,23.8,1,0
45:21.3,23.7,23.7,1,0
47:21.3,23.7,23.6,1,0
49:51.3,23.7,23.4,1,0
52:21.3,23.7,23.3,1,0
55:21.3,23.7,23.2,1,0
58:21.3,23.7,23,1,0
01:51.3,23.7,22.9,1,0
05:51.3,23.7,22.8,1,0
08:51.3,23.7,22.7,1,0
13:21.3,23.7,22.5,1,0
18:21.3,23.7,22.4,1,0
20:21.3,23.7,22.3,1,0
25:51.3,23.7,22.2,1,0
31:51.3,23.7,22,1,0
26:51.3,23.7,21.9,1,0
41:51.3,23.7,21.8,1,0
08:21.3,23.7,21.9,1,0
16:21.3,23.7,21.8,1,0
28:51.3,23.7,21.9,1,0
39:51.3,23.7,21.8,1,0
50:21.3,23.7,21.9,1,0
02:21.3,23.7,21.8,1,0
14:51.3,23.7,21.9,1,0
28:51.3,23.7,21.8,1,0
38:21.3,23.7,21.9,1,0
02:21.3,23.7,21.8,1,0
12:21.3,23.7,21.9,1,0
33:21.3,23.7,21.8,1,0
42:21.3,23.7,21.9,1,0
00:21.3,23.7,21.8,1,0
10:51.3,23.7,21.9,1,0
25:51.3,23.7,21.8,1,0
34:51.3,23.7,21.9,1,0
52:51.4,23.7,21.8,1,0
05:51.3,23.7,21.9,1,0
27:51.4,23.7,21.8,1,0
38:21.3,23.7,21.9,1,0
02:21.3,23.7,21.8,1,0
11:51.3,23.7,21.9,1,0
31:51.3,23.7,21.8,1,0
42:21.3,23.7,21.9,1,0
52:51.3,23.7,21.8,1,0
03:21.3,23.7,21.9,1,0
04:21.3,23.7,22.3,0,0
08:21.3,23.7,22.4,0,0
11:51.3,23.7,22.6,0,0
14:21.3,23.7,22.7,0,0
17:51.3,23.7,22.8,0,0
34:21.3,23.7,23,0,0
34:51.3,23.7,23,0,1
38:21.3,23.7,22.8,0,1
39:51.3,23.7,22.7,0,1
42:21.3,23.7,22.6,0,1
45:21.3,23.7,22.4,0,1
48:21.4,23.7,22.3,0,1
52:21.3,23.7,22.3,0,0
01:21.4,23.7,22.2,0,0
05:21.3,23.7,22.3,0,0
06:21.3,23.7,22.2,0,0
12:21.3,23.7,22.2,0,1
12:51.3,23.7,22.4,0,1
14:51.3,23.7,22.3,0,1
18:21.3,23.7,22.1,0,1
22:51.3,23.7,22,0,1
39:51.3,23.7,22,0,0
42:21.4,23.7,21.9,0,0
43:21.3,23.7,22,0,0
45:21.3,23.7,22.2,0,0
47:21.3,23.7,22.3,0,0
48:51.3,23.7,22.4,0,0
50:21.3,23.7,22.4,1,0
54:21.3,23.7,22.6,1,0
56:21.3,23.7,22.6,1,1
56:21.3,23.7,22.8,1,1
59:21.3,23.7,22.6,1,1
02:51.3,23.7,22.5,1,1
06:21.3,23.7,22.4,1,1
09:21.3,23.7,22.3,1,1
13:51.3,23.7,22.1,1,1
15:51.3,23.7,22,1,1
17:21.3,23.7,21.8,1,1
30:21.3,23.7,22,1,1
54:51.3,23.7,21.8,1,1
56:51.3,23.7,21.8,1,0
57:51.3,23.7,22,1,0
00:21.3,23.7,22,1,1
12:21.3,23.7,21.8,1,1
20:21.3,23.7,22,1,1
30:51.3,23.7,21.8,1,1
31:51.3,23.7,21.8,1,0
31:51.3,21.3,21.8,1,0
34:51.3,21.3,21.7,1,0
36:21.3,21.3,21.8,1,0
38:21.3,21.3,22,1,0
40:21.3,21.3,22.1,1,0
42:21.3,21.3,22.3,1,0
45:51.3,21.3,22.4,1,0
47:51.3,21.3,22.5,1,0
48:51.3,21.3,22.6,1,0
52:51.3,21.3,22.8,1,0
57:21.3,21.3,22.9,1,0
02:51.3,21.3,23,1,0
04:51.3,21.3,23.2,1,0
05:51.3,21.3,23.3,1,0
13:51.3,21.3,23.5,1,0
27:51.3,21.3,23.6,1,0
29:51.3,21.3,23.5,1,0
32:51.3,21.3,23.3,1,0
36:51.3,21.3,23.2,1,0
40:51.3,21.3,23.1,1,0
59:51.3,21.3,22.9,1,0
14:21.3,21.3,23.1,1,0
19:21.3,21.3,23.3,1,0
20:51.3,21.3,23.4,1,0
29:21.3,21.3,23.3,1,0
30:51.3,21.3,23.4,1,0
33:51.3,21.3,23.3,1,0
36:51.3,21.3,23.2,1,0
50:21.3,21.3,23.1,1,0
51:21.3,21.3,22.9,1,0
52:51.3,21.3,23.1,1,0
03:51.3,21.3,23.2,1,0
09:51.3,21.3,23.1,1,0
26:21.3,21.3,22.9,1,0
43:51.3,21.3,23.1,1,0
53:51.3,21.3,22.9,1,0
58:21.3,21.3,23.1,1,0
05:51.3,21.3,23.2,1,0
13:51.3,21.3,23.1,1,0
29:21.3,21.3,22.9,1,0
35:51.3,21.3,23.1,1,0
41:21.3,22.5,23.1,1,0
52:21.3,22.5,23.2,1,0
57:21.3,22.5,23.3,1,0
00:51.3,22.5,23.4,1,0
06:21.3,22.5,23.6,1,0
12:21.3,22.5,23.7,1,0
20:21.3,22.5,23.8,1,0
28:21.3,22.5,23.9,1,0
34:21.3,22.5,24.1,1,0
04:51.3,22.5,24.2,1,0
05:21.3,22.5,24,1,0
13:51.3,22.5,24.1,1,0
48:51.3,22.5,24.3,1,0
49:21.3,22.5,24.3,1,1
55:51.3,22.5,24.1,1,1
05:51.3,22.5,24,1,1
22:21.3,22.5,23.8,1,1
31:21.3,22.5,23.8,1,0
35:21.3,22.5,23.8,1,1
40:51.3,22.5,23.8,1,0
52:21.3,22.5,23.7,1,0
54:21.3,22.5,23.7,1,1
06:51.3,22.5,23.8,1,1
10:21.3,22.5,23.8,1,0
15:51.3,22.5,23.8,1,1
27:51.3,22.5,23.7,1,1
47:51.3,22.5,23.6,1,1
15:51.3,22.5,23.4,1,1
41:51.3,22.5,23.4,1,0
52:51.3,22.5,23.3,1,0
01:21.3,22.5,23.4,1,0
12:21.3,22.5,23.6,1,0
40:21.3,22.5,23.7,1,0
45:51.3,22.5,23.8,1,0
52:21.3,22.5,23.9,1,0
55:21.3,22.5,24.1,1,0
04:21.3,22.5,24.2,1,0
04:51.3,23.7,24.2,1,0
06:21.3,23.7,24.3,1,0
07:51.3,23.7,24.2,1,0
09:21.3,23.7,24.1,1,0
11:21.3,23.7,24,1,0
14:21.3,23.7,23.8,1,0
16:51.3,23.7,23.7,1,0
18:51.3,23.7,23.6,1,0
20:51.3,23.7,23.4,1,0
23:51.3,23.7,23.3,1,0
25:51.3,23.7,23.2,1,0
28:51.3,23.7,23.1,1,0
33:21.3,23.7,22.9,1,0
36:21.3,23.7,22.8,1,0
39:21.3,23.7,22.7,1,0
42:51.3,23.7,22.5,1,0
46:51.3,23.7,22.4,1,0
51:21.3,23.7,22.3,1,0
56:21.4,23.7,22.2,1,0
03:51.3,23.7,22,1,0
36:51.3,23.7,21.9,1,0
54:51.3,23.7,21.8,1,0
32:21.3,23.7,21.9,1,0
49:51.4,23.7,21.8,1,0
59:51.3,23.7,21.9,1,0
18:51.3,23.7,21.8,1,0
28:21.3,23.7,21.9,1,0
43:21.3,23.7,21.8,1,0
51:21.3,23.7,21.9,1,0
57:51.4,23.7,21.8,1,0
05:51.3,23.7,21.9,1,0
54:51.3,23.7,21.8,1,0
01:21.3,23.7,22,1,0
04:21.3,23.7,21.8,1,0
21:21.3,23.7,21.7,1,0
40:51.3,23.7,21.8,1,0
47:51.3,23.7,21.7,1,0
07:21.3,23.7,21.8,1,0
17:21.3,23.7,21.7,1,0
32:51.3,23.7,21.8,1,0
49:21.3,23.7,21.7,1,0
07:21.3,23.7,21.8,1,0
20:21.3,23.7,21.7,1,0
36:21.3,23.7,21.8,1,0
38:51.3,23.7,22,1,0
42:21.3,23.7,22.1,1,0
43:21.3,21.3,22.1,1,0
44:51.3,21.3,22.3,1,0
45:21.3,21.3,22.2,1,0
47:21.3,21.3,22.3,1,0
50:21.3,21.3,22.4,1,0
53:51.3,21.3,22.6,1,0
56:51.3,21.3,22.8,1,0
58:51.3,21.3,22.9,1,0
00:21.3,21.3,23,1,0
07:51.3,21.3,23.2,1,0
10:21.3,21.3,23,1,0
11:51.3,21.3,22.9,1,0
13:51.3,21.3,23,1,0
16:21.3,21.3,23.2,1,0
17:51.3,21.3,23.3,1,0
25:51.3,21.3,23.4,1,0
33:51.4,21.3,23.3,1,0
36:21.4,21.3,23.2,1,0
39:21.3,21.3,23.2,1,1
40:21.3,21.3,23.1,1,1
49:51.3,21.3,23.1,1,0
54:51.3,21.3,22.9,1,0
58:51.3,21.3,22.9,1,1
10:21.3,21.3,22.9,1,0
12:21.3,21.3,22.9,0,0
13:21.3,21.3,22.9,1,0
14:51.3,21.3,23.1,1,0
15:51.3,21.3,23.2,1,0
17:51.3,21.3,23.2,0,0
20:21.3,21.3,23.3,0,0
24:51.3,21.3,23.5,0,0
28:21.3,21.3,23.5,0,1
28:27.9,21.3,23.5,0,0
28:51.3,21.3,23.6,0,0
29:21.3,21.3,23.6,1,0
30:21.3,21.3,23.5,1,0
31:51.3,21.3,23.4,1,1
33:51.4,21.3,23.3,1,1
36:51.3,21.3,23.1,1,1
39:51.3,21.3,23.1,1,0
40:21.3,21.3,23,1,0
43:21.3,21.3,23,1,1
50:51.3,21.3,22.9,1,1
57:51.3,21.3,22.8,1,1
08:21.3,21.3,22.6,1,1
28:21.3,21.3,22.5,1,1
54:51.3,21.3,22.5,1,0
59:21.3,21.3,22.5,1,1
06:51.3,21.3,22.5,1,0
07:21.3,21.3,22.6,1,0
13:21.3,21.3,22.8,1,0
15:21.3,21.3,22.9,1,0
19:21.3,21.3,22.9,1,1
20:51.3,21.3,22.9,1,0
21:21.3,21.3,23,1,0
29:51.3,21.3,23,1,1
36:21.3,21.3,22.9,1,1
41:51.3,21.3,22.9,1,0
51:51.3,21.3,22.9,1,1
36:21.3,21.3,23,1,1
42:21.3,21.3,23.1,1,1
06:21.3,21.3,23.1,1,0
17:21.4,21.3,23,1,0
26:21.4,21.3,23.2,1,0
29:51.3,21.3,23.3,1,0
37:51.3,21.3,23.2,1,0
50:51.4,21.3,23,1,0
54:51.3,21.3,23.2,1,0
21:51.4,21.3,23,1,0
26:21.3,21.3,23.2,1,0
30:51.3,21.3,23,1,0
37:21.3,21.3,23.2,1,0
43:51.3,22.5,23.2,1,0
55:51.3,22.5,23,1,0
58:21.3,22.5,23.2,1,0
01:21.3,22.5,23.3,1,0
08:51.3,22.5,23.4,1,0
11:21.3,22.5,23.4,0,0
18:51.3,22.5,23.6,0,0
42:51.3,22.5,23.7,0,0
43:21.3,22.5,23.8,0,0
45:51.3,22.5,23.8,0,1
58:21.3,22.5,23.7,0,1
17:51.3,22.5,23.6,0,1
44:51.3,22.5,23.6,0,0
49:51.3,22.5,23.4,0,0
53:51.3,22.5,23.4,0,1
05:51.3,22.5,23.6,0,1
10:51.3,22.5,23.6,0,0
35:51.3,22.5,23.4,0,0
57:51.3,22.5,23.6,0,0
15:51.3,23.7,23.6,0,0
16:21.3,23.7,23.7,0,0
22:51.3,23.7,23.8,0,0
43:51.3,23.7,23.7,0,0
07:21.3,22.5,23.7,0,0
15:21.3,22.5,23.6,0,0
18:21.3,22.5,23.7,0,0
21:51.3,22.5,23.8,0,0
36:51.3,23.1,23.7,1,1
40:36.3,23.1,23.7,0,0
41:06.3,23.1,23.7,0,0
13:54.3,23.1,23.7,0,0
27:48.3,23.1,23.7,0,0
31:12.7,23.1,23.7,0,0
31:42.7,23.1,23.7,0,0
42:42.8,23.1,23.7,1,1
51:40.7,23.1,22.5,1,1
56:40.7,23.1,22.6,1,1
00:40.7,23.1,22.8,1,1
04:40.7,23.1,22.9,1,1
08:10.7,23.1,23,1,1
10:40.7,23.1,22.9,1,1
15:40.7,23.1,22.8,1,1
19:40.7,23.1,22.9,1,1
24:40.7,23.1,22.8,1,1
26:10.7,23.1,22.6,1,1
31:40.7,23.1,22.5,1,1
56:10.7,23.1,22.4,1,1
05:40.7,23.1,22.5,1,1
13:10.7,23.1,22.4,1,1
23:10.7,21.9,22.3,1,1
24:57.8,21.9,22.3,1,1
32:25.7,21.9,22.3,1,1
51:36.4,21.9,22.3,1,1
54:34.7,21.9,22.4,1,1
56:20.8,21.9,22.4,1,1
57:18.7,21.9,22.5,1,1
58:50.3,21.9,22.5,1,1
03:18.7,21.9,22.5,1,1
06:48.7,21.9,22.4,1,1
08:19.2,21.9,22.4,1,1
31:46.7,21.9,22.4,1,1
40:46.7,21.9,22.5,1,1
09:46.7,21.9,22.4,1,1
19:16.7,21.9,22.5,1,1
34:16.7,21.9,22.4,1,1
43:46.7,21.9,22.5,1,1
00:46.7,21.9,22.4,1,1
10:46.7,21.9,22.5,1,1
39:46.7,21.9,22.4,1,1
47:46.7,21.9,22.5,1,1
51:46.7,21.9,22.4,1,1
16:46.7,21.9,22.3,1,1
40:16.7,21.9,22.4,1,1
44:46.7,21.9,22.5,1,1
49:46.7,21.9,22.4,1,1
52:46.7,21.9,22.3,1,1
16:46.7,21.9,22.4,1,1
23:46.7,21.9,22.5,1,1
55:46.7,21.9,22.4,1,1
03:46.7,21.9,22.5,1,1
30:46.7,21.9,22.4,1,1
37:46.7,21.9,22.5,1,1
09:46.7,21.9,22.4,1,1
16:16.7,21.9,22.5,1,1
36:16.7,21.9,22.4,1,1
44:16.7,21.9,22.5,1,1
55:16.7,21.9,22.4,1,1
03:16.7,21.9,22.5,1,1
13:16.7,21.9,22.4,1,1
15:46.7,21.9,22.5,1,1
17:16.7,21.9,22.6,1,1
20:16.7,21.9,22.8,1,1
22:16.7,21.9,22.9,1,1
23:46.7,21.9,23,1,1
25:16.7,21.9,23.1,1,1
28:16.7,21.9,23.3,1,1
40:46.7,21.9,23.3,1,1
42:46.7,21.9,23.1,1,1
57:16.7,21.9,23,1,1
02:16.7,21.9,22.8,1,1
06:16.7,21.9,22.8,1,0
10:16.7,22.5,22.8,1,0
11:16.7,22.5,22.7,1,0
16:16.7,22.5,22.9,1,0
28:16.7,22.5,23.1,1,0
37:46.7,22.5,23.2,1,0
45:16.7,22.5,23.3,1,0
47:16.7,22.5,23.5,1,0
50:16.7,22.5,23.3,1,0
56:16.7,22.5,23.2,1,0
59:16.7,22.5,23.1,1,0
00:16.7,22.5,23.1,1,1
01:16.7,22.5,22.9,1,1
02:46.7,22.5,22.8,1,1
05:16.7,22.5,22.7,1,1
07:16.7,22.5,22.5,1,1
09:16.7,22.5,22.4,1,1
12:16.7,22.5,22.3,1,1
16:46.7,22.5,22.1,1,1
20:46.7,22.5,22,1,1
57:46.7,22.5,22,1,0
59:16.7,22.5,21.8,1,0
00:16.7,22.5,22,1,0
01:46.7,22.5,22.1,1,0
